profile_name,year,period,timestep,value
NL_Wind_Offshore,2030,1,454,0.005627777
NL_Wind_Offshore,2030,1,455,0.005445474
NL_Wind_Offshore,2030,1,456,0.002296616
NL_Wind_Offshore,2030,1,457,0.002759349
NL_Wind_Offshore,2030,1,458,0.004134226
NL_Wind_Offshore,2030,1,459,0.016143099
NL_Wind_Offshore,2030,1,460,0.007972238
NL_Wind_Offshore,2030,1,461,0.002815009
NL_Wind_Offshore,2030,1,462,0.008915505
NL_Wind_Offshore,2030,1,463,0.022587347
NL_Wind_Offshore,2030,1,464,0.0054
NL_Wind_Offshore,2030,1,465,0.003807901
NL_Wind_Offshore,2030,1,466,0.001567028
NL_Wind_Offshore,2030,1,467,0.001071027
NL_Wind_Offshore,2030,1,468,0.000240501
NL_Wind_Offshore,2030,1,469,0.008402089
NL_Wind_Offshore,2030,1,470,0.001242493
NL_Wind_Offshore,2030,1,471,0.003802291
NL_Wind_Offshore,2030,1,472,0.006077655
NL_Wind_Offshore,2030,1,473,0.012657345
NL_Wind_Offshore,2030,1,474,0.024015497
NL_Wind_Offshore,2030,1,475,0.027050865
NL_Wind_Offshore,2030,1,476,0.0532063
NL_Wind_Offshore,2030,1,477,0.068345306
NL_Wind_Offshore,2030,1,478,0.124377949
NL_Wind_Offshore,2030,1,479,0.132830074
NL_Wind_Offshore,2030,1,480,0.208381042
NL_Wind_Offshore,2030,1,481,0.241388949
NL_Wind_Offshore,2030,1,482,0.235794923
NL_Wind_Offshore,2030,1,483,0.22933211
NL_Wind_Offshore,2030,1,484,0.243054699
NL_Wind_Offshore,2030,1,485,0.222121022
NL_Wind_Offshore,2030,1,486,0.255595432
NL_Wind_Offshore,2030,1,487,0.293101131
NL_Wind_Offshore,2030,1,488,0.370356077
NL_Wind_Offshore,2030,1,489,0.419974245
NL_Wind_Offshore,2030,1,490,0.429431837
NL_Wind_Offshore,2030,1,491,0.400802229
NL_Wind_Offshore,2030,1,492,0.321521609
NL_Wind_Offshore,2030,1,493,0.266248019
NL_Wind_Offshore,2030,1,494,0.250140402
NL_Wind_Offshore,2030,1,495,0.210593191
NL_Wind_Offshore,2030,1,496,0.248310178
NL_Wind_Offshore,2030,1,497,0.242829326
NL_Wind_Offshore,2030,1,498,0.262481484
NL_Wind_Offshore,2030,1,499,0.259106417
NL_Wind_Offshore,2030,1,500,0.265340974
NL_Wind_Offshore,2030,1,501,0.264414921
NL_Wind_Offshore,2030,1,502,0.274696288
NL_Wind_Offshore,2030,1,503,0.275063643
NL_Wind_Offshore,2030,1,504,0.234759565
NL_Wind_Offshore,2030,1,505,0.245868282
NL_Wind_Offshore,2030,1,506,0.260020538
NL_Wind_Offshore,2030,1,507,0.268637166
NL_Wind_Offshore,2030,1,508,0.292706598
NL_Wind_Offshore,2030,1,509,0.213968719
NL_Wind_Offshore,2030,1,510,0.214970293
NL_Wind_Offshore,2030,1,511,0.214664159
NL_Wind_Offshore,2030,1,512,0.185614266
NL_Wind_Offshore,2030,1,513,0.201416986
NL_Wind_Offshore,2030,1,514,0.19159417
NL_Wind_Offshore,2030,1,515,0.159132129
NL_Wind_Offshore,2030,1,516,0.143923817
NL_Wind_Offshore,2030,1,517,0.160405066
NL_Wind_Offshore,2030,1,518,0.197140221
NL_Wind_Offshore,2030,1,519,0.154436101
NL_Wind_Offshore,2030,1,520,0.121449063
NL_Wind_Offshore,2030,1,521,0.084947604
NL_Wind_Offshore,2030,1,522,0.064424141
NL_Wind_Offshore,2030,1,523,0.061151762
NL_Wind_Offshore,2030,1,524,0.054516845
NL_Wind_Offshore,2030,1,525,0.048813272
NL_Wind_Offshore,2030,1,526,0.033195285
NL_Wind_Offshore,2030,1,527,0.034730842
NL_Wind_Offshore,2030,1,528,0.02522331
NL_Wind_Offshore,2030,1,529,0.014428079
NL_Wind_Offshore,2030,1,530,0.010349816
NL_Wind_Offshore,2030,1,531,0.01033771
NL_Wind_Offshore,2030,1,532,0.010528948
NL_Wind_Offshore,2030,1,533,0.014479001
NL_Wind_Offshore,2030,1,534,0.024576684
NL_Wind_Offshore,2030,1,535,0.033528708
NL_Wind_Offshore,2030,1,536,0.073831948
NL_Wind_Offshore,2030,1,537,0.11852871
NL_Wind_Offshore,2030,1,538,0.195299991
NL_Wind_Offshore,2030,1,539,0.239168715
NL_Wind_Offshore,2030,1,540,0.305042438
NL_Wind_Offshore,2030,1,541,0.42999521
NL_Wind_Offshore,2030,1,542,0.499058219
NL_Wind_Offshore,2030,1,543,0.583671524
NL_Wind_Offshore,2030,1,544,0.691128578
NL_Wind_Offshore,2030,1,545,0.808745667
NL_Wind_Offshore,2030,1,546,0.840206039
NL_Wind_Offshore,2030,1,547,0.887484606
NL_Wind_Offshore,2030,1,548,0.937782664
NL_Wind_Offshore,2030,1,549,0.953910207
NL_Wind_Offshore,2030,1,550,0.9660027
NL_Wind_Offshore,2030,1,551,0.975480999
NL_Wind_Offshore,2030,1,552,0.977198133
NL_Wind_Offshore,2030,1,553,0.978179743
NL_Wind_Offshore,2030,1,554,0.979139943
NL_Wind_Offshore,2030,1,555,0.979170078
NL_Wind_Offshore,2030,1,556,0.969799217
NL_Wind_Offshore,2030,1,557,0.949059338
NL_Wind_Offshore,2030,1,558,0.895579192
